pitching_box_score_id,season,player_id,team_id,game_id,opponent_id,app,gs,ip,ha,r,er,bb,so,sho,bf,p_oab,x2b_a,x3b_a,hr_a,cso,wp,bk,hb,kl,ibb,cg,inh_run,inh_run_score,sha,sfa,cia,pitches,go,fo,w,l,sv,ord_appeared,player_id,first_name,last_name
29867,2023,19852,1395,2373033,706,1,0,4.1,3,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10,1,0,0,2,19852,Kennedy,Ferguson
31378,2023,19852,1395,2373673,1356,1,0,1.1,3,3,0,1,0,0,9,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,2,19852,Kennedy,Ferguson
37740,2023,19852,1395,2375238,1104,1,0,2,3,2,2,0,0,0,9,9,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,34,1,5,0,0,0,2,19852,Kennedy,Ferguson
41290,2023,19852,1395,2386040,261,1,1,4,4,1,1,2,2,0,17,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,1,19852,Kennedy,Ferguson
53655,2023,19852,1395,2378567,472,1,0,4.1,5,4,4,1,2,0,18,17,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,7,0,0,0,2,19852,Kennedy,Ferguson
59168,2023,19852,1395,2383556,624,1,0,1,2,2,0,0,1,0,6,5,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,2,19852,Kennedy,Ferguson
59169,2023,19852,1395,2379835,624,1,0,4.2,3,1,1,2,3,0,19,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9,1,0,0,2,19852,Kennedy,Ferguson
60170,2023,19852,1395,2380095,624,1,0,2.1,5,5,4,0,1,0,13,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2,19852,Kennedy,Ferguson
65754,2023,19852,1395,2386936,702,1,0,1.1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,19,2,2,1,0,0,2,19852,Kennedy,Ferguson
70510,2023,19852,1395,2433729,676,1,0,4,7,5,5,4,3,0,23,18,2,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,3,6,0,1,0,2,19852,Kennedy,Ferguson
1010,2023,32207,1395,2366526,697,1,1,0.1,4,4,4,0,0,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,1,0,1,32207,Sophia,Herrera
48231,2023,32207,1395,2377543,2,1,0,0.2,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,3,32207,Sophia,Herrera
59171,2023,32207,1395,2383556,624,1,0,1,0,2,2,3,0,0,8,2,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,3,0,0,0,4,32207,Sophia,Herrera
150,2023,24702,1395,2366184,697,1,0,0.2,1,0,0,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15,0,1,0,0,0,3,24702,Makenzie,Dunbar
151,2023,12282,1395,2366184,697,1,0,1,4,4,4,3,1,0,10,7,1,0,0,0,1,0,0,0,0,0,3,3,0,0,0,40,1,1,0,0,0,2,12282,Grace,Garcia
1006,2023,23852,1395,2366526,697,1,0,1,2,4,4,3,1,0,8,5,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,41,0,2,0,0,0,3,23852,Madison,Collins
1007,2023,24702,1395,2366526,697,1,0,1.2,4,2,2,4,1,0,12,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,40,0,3,0,0,0,2,24702,Makenzie,Dunbar
1009,2023,12282,1395,2366526,697,1,0,1,2,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,4,12282,Grace,Garcia
2525,2023,12282,1395,2366808,505,1,0,7,5,1,0,2,8,0,30,27,1,0,0,0,1,0,1,3,0,0,3,2,0,0,0,0,8,5,1,0,0,2,12282,Grace,Garcia
6165,2023,12282,1395,2367575,502,1,1,7,5,0,0,0,5,1,25,25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,7,1,0,0,1,12282,Grace,Garcia
7800,2023,12282,1395,2367975,5,1,0,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,12282,Grace,Garcia
9479,2023,12282,1395,2368234,199,1,1,6,0,0,0,0,5,1,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7,1,0,0,1,12282,Grace,Garcia
11197,2023,12282,1395,2368359,497,1,0,6.1,5,1,1,4,4,0,27,23,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,9,0,0,0,2,12282,Grace,Garcia
12337,2023,12282,1395,2368535,2707,1,1,7,3,2,2,2,7,0,27,25,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,123,8,6,1,0,0,1,12282,Grace,Garcia
13998,2023,12282,1395,2369201,704,1,1,1.2,5,4,4,2,2,0,12,10,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,57,1,2,0,1,0,1,12282,Grace,Garcia
17677,2023,12282,1395,2369713,346,1,1,4.1,6,3,2,2,4,0,21,19,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,1,12282,Grace,Garcia
18604,2023,24702,1395,2370015,649,1,0,0.2,1,1,1,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,3,24702,Makenzie,Dunbar
18606,2023,12282,1395,2370015,649,1,1,2.2,5,3,3,2,2,0,16,11,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,4,0,1,0,1,12282,Grace,Garcia
20307,2023,12282,1395,2370569,521,1,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,3,12282,Grace,Garcia
20308,2023,12282,1395,2370468,649,1,0,0.1,2,2,2,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15,0,1,0,0,0,2,12282,Grace,Garcia
22283,2023,12282,1395,2370821,380,1,1,7,4,1,0,0,4,0,25,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,10,6,1,0,0,1,12282,Grace,Garcia
25453,2023,12282,1395,2371872,288,1,1,7,7,7,4,4,3,0,32,27,2,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,12,5,0,1,0,1,12282,Grace,Garcia
28036,2023,12282,1395,2372574,288,1,0,2.2,1,0,0,2,2,0,10,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,3,12282,Grace,Garcia
29868,2023,12282,1395,2373033,706,1,1,3.2,4,3,3,1,4,0,17,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,12282,Grace,Garcia
31379,2023,12282,1395,2384051,1356,1,1,7,5,3,2,1,2,0,28,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,4,1,0,0,1,12282,Grace,Garcia
32373,2023,12282,1395,2373942,1356,1,1,6,7,4,3,3,1,0,28,23,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,3,13,1,0,0,1,12282,Grace,Garcia
37739,2023,24702,1395,2375238,1104,1,0,0.2,3,4,4,2,0,0,7,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0,0,0,3,24702,Makenzie,Dunbar
37741,2023,12282,1395,2375238,1104,1,0,1,3,2,2,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,4,12282,Grace,Garcia
41289,2023,24702,1395,2386040,261,1,0,0.2,3,3,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,24702,Makenzie,Dunbar
41291,2023,12282,1395,2386040,261,1,0,2.1,3,3,2,1,3,0,11,10,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,3,12282,Grace,Garcia
41292,2023,12282,1395,2375664,261,1,1,6,4,0,0,2,5,1,24,20,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,8,4,1,0,0,1,12282,Grace,Garcia
42212,2023,23852,1395,2384902,30135,1,0,2,10,8,8,1,0,0,15,12,5,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4,0,0,0,2,23852,Madison,Collins
42213,2023,12282,1395,2384902,30135,1,1,3,8,5,5,0,2,0,17,15,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3,3,0,1,0,1,12282,Grace,Garcia
46521,2023,12282,1395,2377041,497,1,1,6,4,4,4,6,8,0,28,22,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,128,4,6,0,1,0,1,12282,Grace,Garcia
48229,2023,24702,1395,2377543,2,1,0,1,5,3,3,0,0,0,9,8,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,31,0,3,0,0,0,2,24702,Makenzie,Dunbar
48230,2023,12282,1395,2382931,2,1,1,7,7,5,5,4,3,0,33,27,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,123,11,7,1,0,0,1,12282,Grace,Garcia
49085,2023,12282,1395,2377789,2,1,1,3,5,5,5,4,3,0,18,14,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,83,3,4,0,0,0,1,12282,Grace,Garcia
53656,2023,12282,1395,2378567,472,1,1,2.2,5,4,4,1,2,0,13,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,12282,Grace,Garcia
59166,2023,23852,1395,2383556,624,1,0,2.2,5,2,0,0,1,0,13,13,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,2,0,0,0,5,23852,Madison,Collins
59167,2023,24702,1395,2383556,624,1,0,0.1,3,3,2,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,24702,Makenzie,Dunbar
59170,2023,12282,1395,2379835,624,1,1,1.1,3,2,2,3,0,0,10,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,12282,Grace,Garcia
60171,2023,12282,1395,2380095,624,1,1,3,2,1,1,1,1,0,11,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,0,0,1,12282,Grace,Garcia
65755,2023,12282,1395,2386936,702,1,1,5.2,6,5,2,6,6,0,29,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,7,2,0,0,0,1,12282,Grace,Garcia
67112,2023,12282,1395,2381008,702,1,0,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,17,2,1,0,0,1,2,12282,Grace,Garcia
68717,2023,12282,1395,2381642,287,1,1,7,7,2,2,2,3,0,31,26,0,0,0,0,1,0,0,2,0,1,0,0,2,1,0,108,9,9,1,0,0,1,12282,Grace,Garcia
70511,2023,12282,1395,2433729,676,1,0,1.2,1,0,0,0,2,0,7,6,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,3,12282,Grace,Garcia
70512,2023,12282,1395,2433730,676,1,1,7,7,2,2,3,5,0,32,28,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,10,1,0,0,1,12282,Grace,Garcia
76022,2023,12282,1395,2435207,649,1,1,4,6,5,5,3,2,0,21,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,91,4,5,0,1,0,1,12282,Grace,Garcia
76154,2023,12282,1395,2435198,108,1,0,3,4,3,3,0,1,0,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,2,12282,Grace,Garcia
149,2023,34088,1395,2366184,697,1,1,2.1,5,8,8,4,3,0,17,12,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,73,1,3,0,1,0,1,34088,Tristan,Bridges
1005,2023,34088,1395,2366483,416,1,0,3.1,2,1,1,2,4,0,17,11,0,0,0,0,0,0,3,2,0,0,1,1,1,0,0,0,3,3,0,1,0,2,34088,Tristan,Bridges
5205,2023,34088,1395,2367200,553,1,1,5,1,0,0,4,6,1,19,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,1,0,0,1,34088,Tristan,Bridges
6164,2023,34088,1395,2367508,169,1,1,7,6,1,1,4,9,0,30,23,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,5,5,1,0,0,1,34088,Tristan,Bridges
7798,2023,34088,1395,2367866,199,1,1,5,2,0,0,2,7,1,19,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,1,0,0,1,34088,Tristan,Bridges
11196,2023,34088,1395,2368359,497,1,1,0.2,3,5,5,3,0,0,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,34088,Tristan,Bridges
12335,2023,34088,1395,2368663,94,1,0,2,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,34088,Tristan,Bridges
13995,2023,34088,1395,2368922,2707,1,1,5.2,8,3,3,4,7,0,29,25,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,1,34088,Tristan,Bridges
15900,2023,34088,1395,2369423,169,1,1,6,4,2,2,4,5,0,26,20,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,11,2,0,1,0,1,34088,Tristan,Bridges
18603,2023,34088,1395,2370057,719,1,1,5.1,11,8,8,8,2,0,33,24,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,146,7,5,0,1,0,1,34088,Tristan,Bridges
20304,2023,34088,1395,2370569,521,1,0,0.1,1,1,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,2,34088,Tristan,Bridges
20305,2023,34088,1395,2370468,649,1,1,6.2,9,8,8,8,3,0,36,28,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,175,5,11,0,1,0,1,34088,Tristan,Bridges
26868,2023,34088,1395,2372277,288,1,1,5,4,1,1,3,1,0,22,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,9,1,0,0,1,34088,Tristan,Bridges
28034,2023,34088,1395,2372574,288,1,0,3.2,2,3,3,5,2,0,19,11,1,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,6,3,0,0,0,2,34088,Tristan,Bridges
31377,2023,34088,1395,2373673,1356,1,1,4.2,8,9,9,6,1,0,29,21,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,7,6,0,1,0,1,34088,Tristan,Bridges
36875,2023,34088,1395,2374939,1104,1,1,7,7,2,2,4,6,0,32,27,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,139,3,11,1,0,0,1,34088,Tristan,Bridges
37738,2023,34088,1395,2375238,1104,1,1,0.1,2,4,4,2,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,1,0,0,1,0,1,34088,Tristan,Bridges
42211,2023,34088,1395,2376101,30135,1,1,7,0,0,0,0,0,1,24,21,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,6,15,1,0,0,1,34088,Tristan,Bridges
43096,2023,34088,1395,2376365,30135,1,1,7,6,6,6,5,2,0,32,26,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,6,13,0,1,0,1,34088,Tristan,Bridges
48228,2023,34088,1395,2377543,2,1,1,2.1,8,8,8,3,1,0,17,14,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,82,2,3,0,1,0,1,34088,Tristan,Bridges
49084,2023,34088,1395,2377789,2,1,0,4,0,0,0,2,3,0,14,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,62,2,7,1,0,0,2,34088,Tristan,Bridges
53654,2023,34088,1395,2383481,472,1,1,7,6,2,2,3,5,0,28,25,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,5,9,1,0,0,1,34088,Tristan,Bridges
55051,2023,34088,1395,2378834,472,1,1,7,6,7,4,2,0,0,32,27,1,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,5,15,1,0,0,1,34088,Tristan,Bridges
60169,2023,34088,1395,2380095,624,1,0,1.2,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,34088,Tristan,Bridges
65753,2023,34088,1395,2381240,702,1,1,7,9,7,7,8,6,0,36,26,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,160,9,4,1,0,0,1,34088,Tristan,Bridges
67111,2023,34088,1395,2381008,702,1,1,6,8,3,3,5,3,0,30,24,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,129,4,9,1,0,0,1,34088,Tristan,Bridges
69634,2023,34088,1395,2433552,676,1,1,7,3,3,3,5,3,0,28,23,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,10,0,1,0,1,34088,Tristan,Bridges
70509,2023,34088,1395,2433729,676,1,1,1.1,4,4,4,1,2,0,9,7,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,34088,Tristan,Bridges
76021,2023,34088,1395,2435207,649,1,0,2,5,6,6,9,1,0,19,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,1,3,0,0,0,2,34088,Tristan,Bridges
76153,2023,34088,1395,2435198,108,1,1,4,3,1,1,3,3,0,18,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,34088,Tristan,Bridges
