pitching_box_score_id,season,player_id,team_id,game_id,opponent_id,app,gs,ip,ha,r,er,bb,so,sho,bf,p_oab,x2b_a,x3b_a,hr_a,cso,wp,bk,hb,kl,ibb,cg,inh_run,inh_run_score,sha,sfa,cia,pitches,go,fo,w,l,sv,ord_appeared,player_id,first_name,last_name
94421,2023,13196,568,2388294,9754,1,0,1.1,3,3,2,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,3,0,1,0,2,13196,Hallie,Crappell
94423,2023,1473,568,2388294,9754,1,1,2,3,1,1,2,1,0,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,1,4,0,0,0,1,1473,Alexis,Kemp
97988,2023,1473,568,2385645,1083,1,1,2.2,4,3,0,0,1,0,13,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,1,1473,Alexis,Kemp
102908,2023,1473,568,2384644,30134,1,0,2.1,3,3,3,1,3,0,11,10,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,3,1473,Alexis,Kemp
107663,2023,13196,568,2385728,11403,1,0,1.1,2,0,0,2,1,0,9,6,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,2,1,0,0,0,4,13196,Hallie,Crappell
109158,2023,1473,568,2376690,11403,1,0,3.2,7,3,2,1,1,0,20,18,1,0,0,0,2,0,0,0,0,0,3,3,0,1,0,0,3,6,0,0,0,2,1473,Alexis,Kemp
77609,2023,34224,568,2388609,1346,1,1,3,7,4,4,0,2,0,16,15,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,63,3,4,0,1,0,1,34224,Vanessa,Candito
77613,2023,20775,568,2366489,1346,1,1,6,4,2,2,4,5,0,27,20,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,125,5,7,1,0,0,1,20775,Kylie,Harpman
78263,2023,34224,568,2387784,1334,1,1,4,5,3,2,1,2,0,19,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,53,5,5,0,0,0,1,34224,Vanessa,Candito
78265,2023,20775,568,2366602,1334,1,1,5.1,2,1,0,2,8,0,21,18,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,97,4,4,0,0,0,1,20775,Kylie,Harpman
80777,2023,34224,568,2388259,2720,1,1,3,4,2,0,2,3,0,16,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,34224,Vanessa,Candito
80780,2023,20775,568,2367675,2720,1,1,6,5,3,3,3,7,0,27,24,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,5,0,1,0,1,20775,Kylie,Harpman
81904,2023,34224,568,2368066,2720,1,1,3.1,2,3,2,2,1,0,15,9,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,4,1,0,0,1,34224,Vanessa,Candito
85593,2023,34224,568,2369308,1012,1,1,1,4,2,2,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,34224,Vanessa,Candito
88579,2023,20775,568,2370202,155,1,1,5,8,2,2,1,5,0,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,5,5,0,0,0,1,20775,Kylie,Harpman
89766,2023,20775,568,2388063,155,1,0,4.1,3,1,0,1,6,0,17,14,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,54,5,2,0,1,0,5,20775,Kylie,Harpman
89767,2023,20775,568,2370645,155,1,1,4.1,7,3,3,2,6,0,22,20,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102,3,4,1,0,0,1,20775,Kylie,Harpman
93513,2023,20775,568,2372213,9754,1,1,6,3,1,1,0,11,0,23,21,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,75,3,4,1,0,0,1,20775,Kylie,Harpman
94422,2023,20775,568,2372551,9754,1,1,4,3,3,1,3,9,0,19,15,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,78,2,1,0,0,0,1,20775,Kylie,Harpman
97987,2023,20775,568,2373823,1083,1,1,5,6,3,0,1,12,0,23,22,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,20775,Kylie,Harpman
99069,2023,34224,568,2384349,1083,1,1,7,5,0,0,1,7,1,29,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,9,1,0,0,1,34224,Vanessa,Candito
99070,2023,20775,568,2374175,1083,1,1,8,8,2,2,1,7,0,33,31,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,6,10,0,1,0,1,20775,Kylie,Harpman
102112,2023,34224,568,2383849,30134,1,1,6,4,0,0,0,6,1,23,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,1,0,0,1,34224,Vanessa,Candito
102113,2023,20775,568,2375438,30134,1,1,5,6,2,2,0,7,0,21,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,1,0,0,1,20775,Kylie,Harpman
102907,2023,20775,568,2375068,30134,1,1,4.1,4,3,2,0,7,0,18,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,1,20775,Kylie,Harpman
107660,2023,34224,568,2376235,11403,1,1,2.2,7,3,3,2,1,0,17,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,34224,Vanessa,Candito
107664,2023,20775,568,2376235,11403,1,0,2,3,1,1,0,2,0,9,7,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,3,1,0,0,4,20775,Kylie,Harpman
107665,2023,20775,568,2385728,11403,1,1,4.1,4,3,3,1,6,0,18,17,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,0,1,0,1,20775,Kylie,Harpman
109155,2023,34224,568,2376690,11403,1,1,2.1,6,6,6,2,2,0,15,11,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,1,0,1,34224,Vanessa,Candito
109157,2023,20775,568,2386360,11403,1,1,6,5,4,3,3,10,0,28,25,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,3,5,0,1,0,1,20775,Kylie,Harpman
112154,2023,34224,568,2385827,8577,1,1,3.2,4,1,0,1,2,0,17,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,1,34224,Vanessa,Candito
112156,2023,20775,568,2377389,8577,1,1,7,1,0,0,0,12,1,23,22,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,2,7,1,0,0,1,20775,Kylie,Harpman
112987,2023,34224,568,2384231,8577,1,1,0.1,1,2,2,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34224,Vanessa,Candito
112989,2023,20775,568,2384231,8577,1,0,1,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,20775,Kylie,Harpman
112990,2023,20775,568,2377704,8577,1,1,7,4,1,1,1,7,0,26,24,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,10,1,0,0,1,20775,Kylie,Harpman
118262,2023,34224,568,2382663,11416,1,1,4.1,6,1,1,1,1,0,21,19,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,74,5,6,1,0,0,1,34224,Vanessa,Candito
118265,2023,20775,568,2382663,11416,1,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,1,4,20775,Kylie,Harpman
118266,2023,20775,568,2378856,11416,1,1,5.1,8,4,4,3,6,0,28,24,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,105,2,8,0,0,0,1,20775,Kylie,Harpman
119426,2023,34224,568,2383263,11416,1,1,5,3,0,0,1,3,0,18,17,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,70,8,3,1,0,0,1,34224,Vanessa,Candito
119428,2023,20775,568,2379218,11416,1,1,7,3,2,0,2,7,0,26,24,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,77,2,12,1,0,0,1,20775,Kylie,Harpman
