pitching_box_score_id,season,player_id,team_id,game_id,opponent_id,app,gs,ip,ha,r,er,bb,so,sho,bf,p_oab,x2b_a,x3b_a,hr_a,cso,wp,bk,hb,kl,ibb,cg,inh_run,inh_run_score,sha,sfa,cia,pitches,go,fo,w,l,sv,ord_appeared,player_id,first_name,last_name
32152,2023,27214,529,2374065,674,1,1,7,4,1,0,1,4,0,26,25,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,7,9,1,0,0,1,27214,Morgan,Scott
33577,2023,27214,529,2374271,674,1,0,1,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,3,27214,Morgan,Scott
36778,2023,27214,529,2374948,110,1,1,7,2,0,0,1,4,1,23,22,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,83,7,9,1,0,0,1,27214,Morgan,Scott
39094,2023,27214,529,2375488,110,1,0,5.1,8,4,4,1,1,0,26,24,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,81,6,9,0,1,0,2,27214,Morgan,Scott
42951,2023,27214,529,2376131,528,1,1,5,7,4,4,2,2,0,22,19,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,6,4,1,0,0,1,27214,Morgan,Scott
47459,2023,27214,529,2377275,30136,1,1,6,1,0,0,2,5,1,21,19,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,74,4,9,1,0,0,1,27214,Morgan,Scott
53527,2023,27214,529,2378597,28,1,1,7,4,2,1,1,9,0,28,24,1,0,1,0,1,0,1,2,0,1,0,0,1,1,0,96,5,7,1,0,0,1,27214,Morgan,Scott
54817,2023,27214,529,2379059,28,1,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,2,27214,Morgan,Scott
56084,2023,27214,529,2379324,28,1,0,2,1,0,0,1,2,0,8,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41,2,2,0,0,1,2,27214,Morgan,Scott
59067,2023,27214,529,2379867,29,1,1,6,3,0,0,0,6,1,21,21,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,76,7,5,1,0,0,1,27214,Morgan,Scott
59951,2023,27214,529,2380304,29,1,0,1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,3,27214,Morgan,Scott
61573,2023,27214,529,2380473,29,1,0,4.2,2,0,0,0,4,0,17,16,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,53,4,6,1,0,0,3,27214,Morgan,Scott
64647,2023,27214,529,2380955,107,1,1,7,9,1,1,0,2,0,31,29,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,7,12,1,0,0,1,27214,Morgan,Scott
65536,2023,27214,529,2381303,107,1,0,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,3,27214,Morgan,Scott
66996,2023,27214,529,2381532,107,1,1,4.1,6,5,3,0,1,0,20,20,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7,1,0,0,1,27214,Morgan,Scott
69515,2023,27214,529,2381748,732,1,1,7,8,3,3,1,2,0,29,28,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,89,4,14,0,1,0,1,27214,Morgan,Scott
70344,2023,27214,529,2381874,732,1,0,0.2,4,4,4,0,0,0,6,6,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,15,1,1,0,0,0,2,27214,Morgan,Scott
76118,2023,27214,529,2435287,513,1,0,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,0,0,0,1,3,27214,Morgan,Scott
76403,2023,27214,529,2435289,31,1,1,7,8,4,4,1,6,0,30,28,0,0,2,0,1,0,0,3,0,1,0,0,0,1,0,109,7,8,1,0,0,1,27214,Morgan,Scott
77202,2023,27214,529,2435211,521,1,1,3.1,5,3,2,2,1,0,17,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,2,6,0,1,0,1,27214,Morgan,Scott
77227,2023,27214,529,2435840,521,1,0,2,5,4,4,1,3,0,13,11,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,48,1,2,0,0,0,2,27214,Morgan,Scott
751,2023,29179,529,2366394,796,1,0,3,1,0,0,2,1,0,13,11,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,49,4,4,1,0,0,3,29179,Raegan,Breedlove
3990,2023,29179,529,2367046,493,1,1,2.1,2,1,0,0,1,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,1,0,0,0,1,29179,Raegan,Breedlove
5945,2023,29179,529,2367456,111,1,0,3,2,0,0,0,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,0,0,1,2,29179,Raegan,Breedlove
7500,2023,29179,529,2367932,370,1,0,2,1,3,3,2,2,0,9,7,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,31,3,1,0,0,0,2,29179,Raegan,Breedlove
7501,2023,29179,529,2367971,626,1,0,0.2,3,2,2,0,1,0,5,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10,1,0,0,0,0,2,29179,Raegan,Breedlove
13688,2023,29179,529,2368888,434,1,1,5,6,2,2,1,4,0,22,21,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81,9,2,0,0,0,1,29179,Raegan,Breedlove
15678,2023,29179,529,2369418,112,1,1,2,1,0,0,1,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,5,1,0,0,0,1,29179,Raegan,Breedlove
17854,2023,29179,529,2369738,96,1,1,1,4,1,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1,1,0,0,0,1,29179,Raegan,Breedlove
18398,2023,29179,529,2369905,428,1,0,3,3,0,0,0,0,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,0,0,0,2,29179,Raegan,Breedlove
20000,2023,29179,529,2370288,630,1,1,4.1,3,2,2,1,3,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,2,0,0,0,1,29179,Raegan,Breedlove
25266,2023,29179,529,2371556,756,1,0,4.2,4,2,2,3,3,0,20,17,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,8,2,1,0,0,2,29179,Raegan,Breedlove
26617,2023,29179,529,2371906,756,1,0,1.1,1,1,1,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,29179,Raegan,Breedlove
27888,2023,29179,529,2372348,756,1,1,2.1,7,8,4,0,0,0,17,16,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,1,29179,Raegan,Breedlove
33575,2023,29179,529,2374271,674,1,0,1.2,5,2,2,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,0,1,0,2,29179,Raegan,Breedlove
37592,2023,29179,529,2375316,110,1,0,1,2,0,0,0,2,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,3,29179,Raegan,Breedlove
39092,2023,29179,529,2375488,110,1,0,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,3,29179,Raegan,Breedlove
42948,2023,29179,529,2376566,528,1,0,0.2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,2,29179,Raegan,Breedlove
42949,2023,29179,529,2376131,528,1,0,2,2,0,0,0,1,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,2,29179,Raegan,Breedlove
44819,2023,29179,529,2376861,528,1,1,2.2,3,2,1,1,1,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,1,29179,Raegan,Breedlove
48054,2023,29179,529,2377587,30136,1,0,2,3,0,0,0,1,0,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,3,2,0,0,0,2,29179,Raegan,Breedlove
54816,2023,29179,529,2379059,28,1,1,6,4,2,1,2,0,0,25,22,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,84,10,7,1,0,0,1,29179,Raegan,Breedlove
59949,2023,29179,529,2380304,29,1,0,1.1,1,1,1,1,1,0,7,5,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,23,3,0,0,0,0,2,29179,Raegan,Breedlove
61571,2023,29179,529,2380473,29,1,1,1.1,4,3,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,1,29179,Raegan,Breedlove
64100,2023,29179,529,2380812,534,1,1,3.2,0,0,0,1,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,3,1,0,0,1,29179,Raegan,Breedlove
65534,2023,29179,529,2381303,107,1,0,1,2,1,0,0,2,0,5,5,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,29179,Raegan,Breedlove
70342,2023,29179,529,2381874,732,1,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,29179,Raegan,Breedlove
71572,2023,29179,529,2382070,732,1,0,4.1,4,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,4,0,0,0,2,29179,Raegan,Breedlove
76116,2023,29179,529,2435287,513,1,0,0.2,3,2,2,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,2,0,0,0,0,2,29179,Raegan,Breedlove
77201,2023,29179,529,2435211,521,1,0,2.2,3,5,1,2,0,0,13,10,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,41,5,2,0,0,0,2,29179,Raegan,Breedlove
77225,2023,29179,529,2435840,521,1,0,0.2,1,0,0,0,2,0,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9,0,0,0,0,0,3,29179,Raegan,Breedlove
103,2023,32439,529,2366193,392,1,1,0.2,2,5,5,2,1,0,8,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37,1,0,0,1,0,1,32439,Stevie,Hansen
752,2023,32439,529,2366351,521,1,1,4,2,2,2,2,4,0,16,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,69,2,5,0,1,0,1,32439,Stevie,Hansen
2316,2023,32439,529,2366704,433,1,0,1,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19,1,0,0,0,0,2,32439,Stevie,Hansen
3991,2023,32439,529,2367046,493,1,0,3.2,2,0,0,0,6,0,13,13,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,52,1,4,1,0,0,3,32439,Stevie,Hansen
5946,2023,32439,529,2367443,30024,1,1,6,0,0,0,1,9,1,19,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,87,5,3,1,0,0,1,32439,Stevie,Hansen
7502,2023,32439,529,2367932,370,1,0,1.2,1,0,0,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,1,0,0,0,0,4,32439,Stevie,Hansen
7503,2023,32439,529,2367971,626,1,1,5.2,7,2,2,1,4,0,26,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,89,4,9,1,0,0,1,32439,Stevie,Hansen
9281,2023,32439,529,2368167,111,1,0,4.2,2,0,0,0,7,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,5,1,0,0,2,32439,Stevie,Hansen
12108,2023,32439,529,2368611,97,1,0,1.2,4,2,1,1,0,0,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,3,0,0,0,2,32439,Stevie,Hansen
12109,2023,32439,529,2368508,509,1,1,7,4,1,1,2,5,0,25,22,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,5,9,1,0,0,1,32439,Stevie,Hansen
13689,2023,32439,529,2369030,235,1,1,7,1,0,0,0,1,1,23,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,5,15,1,0,0,1,32439,Stevie,Hansen
13690,2023,32439,529,2368888,434,1,0,1.1,2,2,2,0,1,0,6,5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,24,1,2,1,0,0,2,32439,Stevie,Hansen
15679,2023,32439,529,2369418,112,1,0,5,3,1,0,1,6,0,21,19,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,61,1,8,1,0,0,2,32439,Stevie,Hansen
17855,2023,32439,529,2369738,96,1,0,6,2,1,0,1,6,0,22,21,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,90,3,9,1,0,0,2,32439,Stevie,Hansen
18399,2023,32439,529,2369906,90,1,1,3,2,0,0,0,3,0,12,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,55,2,4,1,0,0,1,32439,Stevie,Hansen
20001,2023,32439,529,2370288,630,1,0,2.2,2,0,0,0,4,0,10,9,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,53,0,4,1,0,0,2,32439,Stevie,Hansen
25267,2023,32439,529,2371556,756,1,1,1.1,3,4,4,2,1,0,9,7,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,32439,Stevie,Hansen
26618,2023,32439,529,2371906,756,1,0,1.1,7,5,5,1,1,0,12,11,1,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,1,0,3,32439,Stevie,Hansen
27889,2023,32439,529,2372348,756,1,0,3.2,2,1,1,2,4,0,14,12,0,0,1,0,0,0,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,32439,Stevie,Hansen
29217,2023,32439,529,2372664,1356,1,1,5,5,0,0,0,9,1,19,19,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,4,1,0,0,1,32439,Stevie,Hansen
31238,2023,32439,529,2373702,674,1,1,5,7,1,1,1,2,0,23,21,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,89,4,9,0,0,0,1,32439,Stevie,Hansen
33576,2023,32439,529,2374271,674,1,1,4.1,3,1,1,1,1,0,19,17,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,68,3,9,0,0,0,1,32439,Stevie,Hansen
37593,2023,32439,529,2375316,110,1,1,4,6,5,5,0,1,0,19,17,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,71,5,5,0,1,0,1,32439,Stevie,Hansen
39093,2023,32439,529,2375488,110,1,1,1,3,2,2,1,2,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,1,32439,Stevie,Hansen
42950,2023,32439,529,2376566,528,1,1,6.1,4,0,0,2,3,0,24,22,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,7,1,0,0,1,32439,Stevie,Hansen
44820,2023,32439,529,2376861,528,1,0,3.1,2,2,2,2,3,0,13,10,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,4,0,0,0,2,32439,Stevie,Hansen
46120,2023,32439,529,2376865,441,1,1,6,3,1,1,2,6,0,23,20,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,93,4,7,1,0,0,1,32439,Stevie,Hansen
48055,2023,32439,529,2377587,30136,1,1,3,0,0,0,1,1,0,12,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,2,6,1,0,0,1,32439,Stevie,Hansen
56083,2023,32439,529,2379324,28,1,1,5,3,0,0,1,3,0,21,19,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,70,2,10,1,0,0,1,32439,Stevie,Hansen
59950,2023,32439,529,2380304,29,1,1,4.2,3,2,2,2,3,0,19,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,5,6,1,0,0,1,32439,Stevie,Hansen
61572,2023,32439,529,2380473,29,1,0,1,2,1,1,0,0,0,6,4,0,0,1,0,0,0,1,0,0,0,3,2,0,1,0,21,1,2,0,0,0,2,32439,Stevie,Hansen
65535,2023,32439,529,2381303,107,1,1,4.2,3,2,2,2,1,0,19,13,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,6,1,0,0,1,32439,Stevie,Hansen
66995,2023,32439,529,2381532,107,1,0,2.2,1,0,0,0,1,0,9,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,2,32439,Stevie,Hansen
70343,2023,32439,529,2381874,732,1,1,6,6,4,3,0,1,0,25,25,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,69,9,8,0,1,0,1,32439,Stevie,Hansen
71573,2023,32439,529,2382070,732,1,1,2.2,3,2,2,0,0,0,11,9,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,35,1,6,0,1,0,1,32439,Stevie,Hansen
76117,2023,32439,529,2435287,513,1,1,5,5,2,2,1,0,0,20,18,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,5,9,1,0,0,1,32439,Stevie,Hansen
76805,2023,32439,529,2435292,31,1,1,5,8,4,4,2,1,0,26,22,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,100,0,14,1,0,0,1,32439,Stevie,Hansen
77226,2023,32439,529,2435840,521,1,1,4.1,7,5,4,0,3,0,19,17,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,76,3,5,0,1,0,1,32439,Stevie,Hansen
